2.1934252984524334,1,23,8,1,4,1314.0,1
3.0263620147908155,1,15,6,4,0,-927.0,-1
4.889870066932742,1,15,6,4,0,-928.0,1
7.960758029826669,1,15,6,4,0,-927.0,-1
12.858119739522213,1,15,6,4,0,-928.0,1
20.490352973798306,1,15,6,4,0,-927.0,-1
33.348475342692424,1,15,6,4,0,-928.0,1
42.24522107969843,1,15,6,4,0,-927.0,-1
75.59386426286696,1,15,6,4,0,-928.0,1
84.49044877935454,1,15,6,4,0,-927.0,-1
160.2222650681394,1,15,6,4,0,-928.0,1
168.9808975587598,1,15,6,4,0,-927.0,-1
327.5120804702104,1,15,6,4,0,-928.0,1
337.9617951175551,1,15,6,4,0,-927.0,-1
651.7877842931708,1,15,6,4,0,-928.0,1
675.9235902350024,1,15,6,4,0,-927.0,-1
